ENTIDADE,DATA,SURFACTANTES,PH,FÓSFORO,ALUMÍNIO,ARSÊNIO,BÁRIO,BORO,CÁDMIO,CHUMBO,CIANETO,COBALTO,COBRE,CROMO,CROMO_HEXAVALENTE,DBO,DQO,ESTANHO,FERRO,FLUORETO,LÍTIO,MANGANÊS,MERCÚRIO,MOLIBDÊNIO,NÍQUEL,NITROGÊNIO_AMONIACAL,NITROGÊNIO_KJELDAHL,COLIFORMES_TERMOTOLERANTES,PRATA,ÍNDICE_DE_FENÓIS,NITROGÊNIO,FENOL,ALCALINIDADE,UMIDADE,PORCENTAGEM_SÓLIDOS,COMPOSTOS,COR_VERDADEIRA,SÓLIDOS,ÓLEOS,ACIDEZ
P5,2015-04-01,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-05-06,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-06-03,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-07-01,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-08-05,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-09-03,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-10-08,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-11-04,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-12-02,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-01-06,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-02-05,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-03-02,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-04-06,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-05-04,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-06-01,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-07-06,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-08-03,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-09-08,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-10-05,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-11-03,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-12-07,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-01-04,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-02-01,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-03-01,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-04-05,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-05-03,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-06-07,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-07-07,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-08-02,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-09-06,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-10-04,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-11-01,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-12-06,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-01-24,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-02-15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-03-07,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-04-04,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-05-02,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-06-06,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-07-04,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-08-01,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-09-05,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-10-03,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-11-07,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-12-05,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-01-02,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-02-06,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-03-08,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-04-03,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-05-03,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-06-05,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-07-03,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-08-07,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-09-04,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-10-02,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-11-06,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-12-04,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-01-22,,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-02-14,,,,,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-03-06,,,,,,,,,,,,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-04-03,,,,,,,,,,,,,,,,23.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-05-08,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-06-05,,,,,,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-07-03,,,,,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-08-07,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-09-04,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-10-02,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-12-04,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-01-08,,,,,,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-02-05,,,,,,,,,,,,,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-03-06,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-04-02,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-05-07,,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-06-04,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-08-06,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-09-03,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-10-01,,,,,,,,,,,,,,,,34.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-11-05,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-12-04,,,,,,,,,,,,,,,,36.9,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-01-07,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-02-04,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-03-06,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-04-01,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-05-06,,,,,,,,,,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-06-03,,,,,,,,,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-07-01,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-08-05,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-09-03,,,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-10-08,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-11-04,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-12-02,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-01-06,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-02-05,,,,,,,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-03-02,,,,,,,,,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-04-06,,,,,,,,,,,,,,,,24.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-05-04,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-06-01,,,,,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-07-06,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-08-03,,,,,,,,,,,,,,,,33.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-09-08,,,,,,,,,,,,,,,,35.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-10-05,,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-11-03,,,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-12-07,,,,,,,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-01-04,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-02-01,,,,,,,,,,,,,,,,59.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-03-01,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-04-05,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-05-03,,,,,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-06-07,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-07-07,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-08-02,,,,,,,,,,,,,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-09-06,,,,,,,,,,,,,,,,75.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-10-04,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-11-01,,,,,,,,,,,,,,,,39.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-12-06,,,,,,,,,,,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-01-24,,,,,,,,,,,,,,,,52.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-02-09,,,,,,,,,,,,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-03-07,,,,,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-04-04,,,,,,,,,,,,,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-05-02,,,,,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-06-06,,,,,,,,,,,,,,,,31.2,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-07-04,,,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-08-01,,,,,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-09-05,,,,,,,,,,,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-10-03,,,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-11-07,,,,,,,,,,,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-12-05,,,,,,,,,,,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-01-02,,,,,,,,,,,,,,,,29.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-02-06,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-03-08,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-04-03,,,,,,,,,,,,,,,,55.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-05-03,,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-06-05,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-07-03,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-08-07,,,,,,,,,,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-09-04,,,,,,,,,,,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-10-02,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-11-06,,,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-12-04,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-02-14,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-03-06,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-04-03,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-05-08,,,,,,,,,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-06-05,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-07-03,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-08-07,,,,,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-09-04,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-10-24,,,,,,,,,,,,,,,41.7,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-12-04,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-01-08,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-02-05,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-03-06,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-04-02,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-05-07,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-06-04,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-08-06,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-09-03,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-10-01,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-11-05,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2014-12-04,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-01-07,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-02-04,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-03-06,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-04-01,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-05-06,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-06-03,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-07-01,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-08-05,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-09-03,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-10-08,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-11-04,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2015-12-02,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-01-06,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-02-05,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-03-02,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-04-06,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-05-04,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-06-01,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-07-06,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-08-03,,,,,,,,,,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-09-08,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-10-05,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-11-03,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2016-12-07,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-01-04,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-02-01,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-03-01,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-04-05,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-05-03,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-06-07,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-07-07,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-08-02,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-09-06,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-10-04,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-11-01,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2017-12-06,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-01-24,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-02-09,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-03-07,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-04-04,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-05-02,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-06-06,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-07-04,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-08-01,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-09-05,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-10-03,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-11-07,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2018-12-05,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-01-02,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-02-06,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-03-08,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-04-03,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-05-03,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-06-05,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-07-03,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-08-07,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-09-04,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-10-02,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-11-06,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,
P5,2019-12-04,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,
P5,2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,
P5,2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.0,,,,,,,,,,,,
P5,2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.0,,,,,,,,,,,,
P5,2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,
P5,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,,,,,,,,,,,,
P5,2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.0,,,,,,,,,,,,
P5,2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,41600.0,,,,,,,,,,,,
