ENTIDADE,DATA,SURFACTANTES,PH,FÓSFORO,ALUMÍNIO,ARSÊNIO,BÁRIO,BORO,CÁDMIO,CHUMBO,CIANETO,COBALTO,COBRE,CROMO,CROMO_HEXAVALENTE,DBO,DQO,ESTANHO,FERRO,FLUORETO,LÍTIO,MANGANÊS,MERCÚRIO,MOLIBDÊNIO,NÍQUEL,NITROGÊNIO_AMONIACAL,NITROGÊNIO_KJELDAHL,COLIFORMES_TERMOTOLERANTES,PRATA,ÍNDICE_DE_FENÓIS,NITROGÊNIO,FENOL,ALCALINIDADE,UMIDADE,PORCENTAGEM_SÓLIDOS,COMPOSTOS,COR_VERDADEIRA,SÓLIDOS,ÓLEOS,ACIDEZ
Pd,2013-01-09,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-02-14,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-03-06,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-04-03,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-05-08,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-06-05,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-07-03,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-08-07,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-09-04,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-10-02,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-12-04,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-01-08,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-02-05,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-03-06,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-04-02,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-05-07,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-06-04,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-08-06,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-09-03,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-10-01,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-11-05,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-12-04,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-01-07,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-02-04,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-05-06,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-08-05,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-09-03,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-11-04,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-12-02,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-01-06,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-02-05,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-03-02,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-04-06,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-06-01,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-07-06,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-08-03,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-09-08,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-10-05,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-11-03,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-12-07,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-01-04,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-02-01,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-03-01,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-04-05,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-06-07,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-07-07,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-09-06,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-10-04,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-11-01,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-01-24,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-02-15,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-07-04,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-09-05,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-10-03,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-11-07,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-12-05,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-11-06,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2019-12-04,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-01-22,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-02-14,,,,,,,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-03-06,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-04-03,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-05-08,,,,,,,,,,,,,,,,64.1,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-06-05,,,,,,,,,,,,,,,,50.9,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-07-03,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-08-07,,,,,,,,,,,,,,,,77.8,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-09-04,,,,,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-10-02,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2013-12-04,,,,,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-01-08,,,,,,,,,,,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-02-05,,,,,,,,,,,,,,,,56.8,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-03-06,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-04-02,,,,,,,,,,,,,,,,21.7,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-05-07,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-06-04,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-08-06,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-09-03,,,,,,,,,,,,,,,,59.3,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-10-01,,,,,,,,,,,,,,,,34.9,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-11-05,,,,,,,,,,,,,,,,34.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2014-12-04,,,,,,,,,,,,,,,,69.8,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-01-07,,,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-02-04,,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-05-06,,,,,,,,,,,,,,,,52.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-08-05,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-09-03,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-11-04,,,,,,,,,,,,,,,,35.7,,,,,,,,,,,,,,,,,,,,,,,
Pd,2015-12-02,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-01-06,,,,,,,,,,,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-02-05,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-03-02,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-04-06,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-06-01,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-07-06,,,,,,,,,,,,,,,,56.8,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-08-03,,,,,,,,,,,,,,,,66.3,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-09-08,,,,,,,,,,,,,,,,91.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-10-05,,,,,,,,,,,,,,,,103.8,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-11-03,,,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,
Pd,2016-12-07,,,,,,,,,,,,,,,,36.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-01-04,,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-02-01,,,,,,,,,,,,,,,,61.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-03-01,,,,,,,,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-04-05,,,,,,,,,,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-06-07,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-07-07,,,,,,,,,,,,,,,,72.7,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-09-06,,,,,,,,,,,,,,,,93.1,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-10-04,,,,,,,,,,,,,,,,44.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2017-11-01,,,,,,,,,,,,,,,,34.9,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-01-24,,,,,,,,,,,,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-02-09,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-07-04,,,,,,,,,,,,,,,,48.6,,,,,,,,,,,,,,,,,,,,,,,
Pd,2018-09-05,,,,,,,,,,,,,,,,79.2,,,,,,,,,,,,,,,,,,,,,,,
