ENTIDADE,DATA,SURFACTANTES,PH,FÓSFORO,ALUMÍNIO,ARSÊNIO,BÁRIO,BORO,CÁDMIO,CHUMBO,CIANETO,COBALTO,COBRE,CROMO,CROMO_HEXAVALENTE,DBO,DQO,ESTANHO,FERRO,FLUORETO,LÍTIO,MANGANÊS,MERCÚRIO,MOLIBDÊNIO,NÍQUEL,NITROGÊNIO_AMONIACAL,NITROGÊNIO_KJELDAHL,COLIFORMES_TERMOTOLERANTES,PRATA,ÍNDICE_DE_FENÓIS,NITROGÊNIO,FENOL,ALCALINIDADE,UMIDADE,PORCENTAGEM_SÓLIDOS,COMPOSTOS,COR_VERDADEIRA,SÓLIDOS,ÓLEOS,ACIDEZ
P3,2013-01-09,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-02-14,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-03-06,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-04-03,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-05-08,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-06-05,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-07-03,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-08-07,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-09-04,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-10-02,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2013-12-04,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-01-08,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-02-05,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-03-06,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-04-02,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-05-07,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-06-04,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-08-06,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-09-03,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-10-01,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-11-05,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2014-12-04,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-01-07,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-02-04,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-03-06,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-04-01,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-05-06,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-06-03,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-07-01,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-08-05,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-09-03,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-10-08,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-11-04,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2015-12-02,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-01-06,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-02-05,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-03-02,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-04-06,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-05-04,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-06-01,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-07-06,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-08-03,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-09-08,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-10-05,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-11-03,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2016-12-07,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-01-04,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-02-01,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-03-01,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-04-05,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-05-03,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-06-07,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-07-07,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-08-02,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-09-06,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-10-04,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-11-01,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2017-12-06,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2018-01-24,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2018-02-15,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2018-03-07,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2018-04-04,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2018-05-02,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2018-06-06,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2018-07-04,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
