DATE,ALUMÍNIO,COBRE,CROMO,ENTIDADE,MANGANÊS,PRATA
2013-08,6.29,0.009000000000000001,0.026,ITT_FOSSIL,0.677,0.015
2014-03,26.1,0.046,0.043,ITT_FOSSIL,1.89,0.017
2014-10,1.98,0.031,0.748,ITT_FOSSIL,0.241,
